"year","code","product","country","Exported","Imported"
2007,"02","Meat and edible meat offal","Росія",95073,NA
2007,"04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere ...","Росія",261334,NA
2007,"10","Cereals","all",763729,NA
2007,"10","Cereals","ЄС",62409,NA
2007,"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal ...","ЄС",307427,NA
2007,"15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...","all",1717956,NA
2007,"15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...","ЄС",808150,NA
2007,"26","Ores, slag and ash","all",1105017,NA
2007,"26","Ores, slag and ash","ЄС",738750,NA
2007,"26","Ores, slag and ash","Росія",NA,183095
2007,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","all",2630190,15922986
2007,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","ЄС",1462389,985726
2007,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","Росія",165263,7881377
2007,"28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, ...","all",1155770,NA
2007,"28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, ...","Росія",491498,NA
2007,"29","Organic chemicals","Росія",NA,225878
2007,"30","Pharmaceutical products","all",NA,1931562
2007,"30","Pharmaceutical products","ЄС",NA,1388309
2007,"31","Fertilisers","Росія",NA,217626
2007,"39","Plastics and articles thereof","all",NA,2693595
2007,"39","Plastics and articles thereof","ЄС",NA,1513776
2007,"39","Plastics and articles thereof","Росія",NA,291417
2007,"40","Rubber and articles thereof","Росія",NA,329275
2007,"44","Wood and articles of wood; wood charcoal","ЄС",606458,NA
2007,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","all",NA,1317789
2007,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","ЄС",NA,915259
2007,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","Росія",487588,284915
2007,"62","Articles of apparel and clothing accessories, not knitted or crocheted","ЄС",543732,NA
2007,"72","Iron and steel","all",16733313,NA
2007,"72","Iron and steel","ЄС",3514713,NA
2007,"72","Iron and steel","Росія",2100251,1323048
2007,"73","Articles of iron or steel","all",2912293,NA
2007,"73","Articles of iron or steel","Росія",1317441,NA
2007,"82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal","all",59928,NA
2007,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","all",2738088,7444096
2007,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","ЄС",357744,4330061
2007,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","Росія",1538590,1371398
2007,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","all",2239017,3134512
2007,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","ЄС",980144,1987646
2007,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","Росія",787543,375093
2007,"86","Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...","all",1841160,NA
2007,"86","Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...","Росія",1434927,NA
2007,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","all",NA,7770813
2007,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","ЄС",NA,3360483
2007,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","Росія",794678,1156602
2007,"TOTAL","All products","all",49294390,60600581
2007,"TOTAL","All products","ЄС",13916379,22270600
2007,"TOTAL","All products","Росія",12668478,16838246
2008,"02","Meat and edible meat offal","Росія",62191,NA
2008,"04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere ...","Росія",376315,NA
2008,"10","Cereals","all",3703787,NA
2008,"10","Cereals","ЄС",962301,NA
2008,"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal ...","ЄС",1190594,NA
2008,"15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...","all",1945736,NA
2008,"15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...","ЄС",658743,NA
2008,"26","Ores, slag and ash","all",2153604,NA
2008,"26","Ores, slag and ash","ЄС",1404692,NA
2008,"26","Ores, slag and ash","Росія",NA,175197
2008,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","all",4109201,22831912
2008,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","ЄС",1480340,1994469
2008,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","Росія",792501,8679217
2008,"28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, ...","all",1603558,NA
2008,"28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, ...","Росія",551854,NA
2008,"29","Organic chemicals","Росія",NA,323262
2008,"30","Pharmaceutical products","all",NA,2433183
2008,"30","Pharmaceutical products","ЄС",NA,1694429
2008,"31","Fertilisers","Росія",NA,358951
2008,"39","Plastics and articles thereof","all",NA,3518506
2008,"39","Plastics and articles thereof","ЄС",NA,1887143
2008,"39","Plastics and articles thereof","Росія",NA,350508
2008,"40","Rubber and articles thereof","Росія",NA,329970
2008,"44","Wood and articles of wood; wood charcoal","ЄС",563341,NA
2008,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","all",NA,1586447
2008,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","ЄС",NA,1164898
2008,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","Росія",527138,266433
2008,"62","Articles of apparel and clothing accessories, not knitted or crocheted","ЄС",545011,NA
2008,"72","Iron and steel","all",22954442,NA
2008,"72","Iron and steel","ЄС",5242072,NA
2008,"72","Iron and steel","Росія",2402526,1944285
2008,"73","Articles of iron or steel","all",3532918,NA
2008,"73","Articles of iron or steel","Росія",1185102,NA
2008,"82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal","all",61855,NA
2008,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","all",3497565,9569984
2008,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","ЄС",460102,5173175
2008,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","Росія",1963591,1565843
2008,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","all",2843218,3806980
2008,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","ЄС",1214622,2187734
2008,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","Росія",1027618,472882
2008,"86","Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...","all",2653203,NA
2008,"86","Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...","Росія",2052455,NA
2008,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","all",NA,11369306
2008,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","ЄС",NA,4132384
2008,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","Росія",891306,1252917
2008,"TOTAL","All products","all",66952306,85448381
2008,"TOTAL","All products","ЄС",18130126,28914577
2008,"TOTAL","All products","Росія",15735242,19413626
2009,"02","Meat and edible meat offal","Росія",59515,NA
2009,"04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere ...","Росія",261538,NA
2009,"10","Cereals","all",3556194,NA
2009,"10","Cereals","ЄС",454272,NA
2009,"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal ...","ЄС",759373,NA
2009,"15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...","all",1796024,NA
2009,"15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...","ЄС",468960,NA
2009,"26","Ores, slag and ash","all",1340149,NA
2009,"26","Ores, slag and ash","ЄС",617752,NA
2009,"26","Ores, slag and ash","Росія",NA,142357
2009,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","all",2130781,14638726
2009,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","ЄС",593213,786463
2009,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","Росія",557335,8191929
2009,"28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, ...","all",687407,NA
2009,"28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, ...","Росія",329710,NA
2009,"29","Organic chemicals","Росія",NA,236345
2009,"30","Pharmaceutical products","all",NA,2130331
2009,"30","Pharmaceutical products","ЄС",NA,1504131
2009,"31","Fertilisers","Росія",NA,212399
2009,"39","Plastics and articles thereof","all",NA,2141586
2009,"39","Plastics and articles thereof","ЄС",NA,1216204
2009,"39","Plastics and articles thereof","Росія",NA,260097
2009,"40","Rubber and articles thereof","Росія",NA,189206
2009,"44","Wood and articles of wood; wood charcoal","ЄС",456979,NA
2009,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","all",NA,1203079
2009,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","ЄС",NA,896413
2009,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","Росія",461100,187512
2009,"62","Articles of apparel and clothing accessories, not knitted or crocheted","ЄС",416954,NA
2009,"72","Iron and steel","all",10251340,NA
2009,"72","Iron and steel","ЄС",1677593,NA
2009,"72","Iron and steel","Росія",956663,459006
2009,"73","Articles of iron or steel","all",1946955,NA
2009,"73","Articles of iron or steel","Росія",538183,NA
2009,"82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal","all",36878,NA
2009,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","all",2786782,3945358
2009,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","ЄС",415793,2202464
2009,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","Росія",1372675,801092
2009,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","all",2226698,2309256
2009,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","ЄС",1022210,1319887
2009,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","Росія",668130,214900
2009,"86","Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...","all",777063,NA
2009,"86","Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...","Росія",436230,NA
2009,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","all",NA,1963192
2009,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","ЄС",NA,844303
2009,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","Росія",201084,216995
2009,"TOTAL","All products","all",39695648,45412944
2009,"TOTAL","All products","ЄС",9505188,15422914
2009,"TOTAL","All products","Росія",8494861,13235749
2010,"02","Meat and edible meat offal","Росія",46545,NA
2010,"04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere ...","Росія",400274,NA
2010,"10","Cereals","all",2467061,NA
2010,"10","Cereals","ЄС",158121,NA
2010,"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal ...","ЄС",704950,NA
2010,"15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...","all",2617314,NA
2010,"15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...","ЄС",631932,NA
2010,"26","Ores, slag and ash","all",2576162,NA
2010,"26","Ores, slag and ash","ЄС",1416406,NA
2010,"26","Ores, slag and ash","Росія",NA,169522
2010,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","all",3661425,19602725
2010,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","ЄС",887951,1221349
2010,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","Росія",1277688,14798677
2010,"28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, ...","all",1129361,NA
2010,"28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, ...","Росія",442890,NA
2010,"29","Organic chemicals","Росія",NA,184906
2010,"30","Pharmaceutical products","all",NA,2445836
2010,"30","Pharmaceutical products","ЄС",NA,1652674
2010,"31","Fertilisers","Росія",NA,302805
2010,"39","Plastics and articles thereof","all",NA,2867181
2010,"39","Plastics and articles thereof","ЄС",NA,1560055
2010,"39","Plastics and articles thereof","Росія",NA,345024
2010,"40","Rubber and articles thereof","Росія",NA,274569
2010,"44","Wood and articles of wood; wood charcoal","ЄС",513178,NA
2010,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","all",NA,1438617
2010,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","ЄС",NA,1008665
2010,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","Росія",580307,253897
2010,"62","Articles of apparel and clothing accessories, not knitted or crocheted","ЄС",405454,NA
2010,"72","Iron and steel","all",14626509,NA
2010,"72","Iron and steel","ЄС",3826343,NA
2010,"72","Iron and steel","Росія",1618693,1016278
2010,"73","Articles of iron or steel","all",1993668,NA
2010,"73","Articles of iron or steel","Росія",943329,NA
2010,"82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal","all",33498,NA
2010,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","all",3135300,4563802
2010,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","ЄС",386715,2112028
2010,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","Росія",1647529,1142504
2010,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","all",2535091,3603172
2010,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","ЄС",1236688,1785378
2010,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","Росія",776808,483637
2010,"86","Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...","all",2400884,NA
2010,"86","Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...","Росія",1945105,NA
2010,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","all",NA,3320611
2010,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","ЄС",NA,1515018
2010,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","Росія",349527,328601
2010,"TOTAL","All products","all",51430286,60737135
2010,"TOTAL","All products","ЄС",13062567,19150331
2010,"TOTAL","All products","Росія",13431880,22198006
2011,"02","Meat and edible meat offal","Росія",125510,NA
2011,"04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere ...","Росія",443190,NA
2011,"10","Cereals","all",3617212,NA
2011,"10","Cereals","ЄС",1031619,NA
2011,"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal ...","ЄС",920553,NA
2011,"15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...","all",3396407,NA
2011,"15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...","ЄС",666415,NA
2011,"26","Ores, slag and ash","all",3916700,NA
2011,"26","Ores, slag and ash","ЄС",1873444,NA
2011,"26","Ores, slag and ash","Росія",NA,175961
2011,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","all",5691064,28605294
2011,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","ЄС",1484227,1748149
2011,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","Росія",2786695,19697231
2011,"28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, ...","all",1793967,NA
2011,"28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, ...","Росія",791836,NA
2011,"29","Organic chemicals","Росія",NA,405042
2011,"30","Pharmaceutical products","all",NA,2878998
2011,"30","Pharmaceutical products","ЄС",NA,2006086
2011,"31","Fertilisers","Росія",NA,482558
2011,"39","Plastics and articles thereof","all",NA,3413556
2011,"39","Plastics and articles thereof","ЄС",NA,1793590
2011,"39","Plastics and articles thereof","Росія",NA,432642
2011,"40","Rubber and articles thereof","Росія",NA,360904
2011,"44","Wood and articles of wood; wood charcoal","ЄС",628331,NA
2011,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","all",NA,1582569
2011,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","ЄС",NA,1084044
2011,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","Росія",679983,274938
2011,"62","Articles of apparel and clothing accessories, not knitted or crocheted","ЄС",462035,NA
2011,"72","Iron and steel","all",18464947,NA
2011,"72","Iron and steel","ЄС",5304242,NA
2011,"72","Iron and steel","Росія",2428316,1277519
2011,"73","Articles of iron or steel","all",2844389,NA
2011,"73","Articles of iron or steel","Росія",1393812,NA
2011,"82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal","all",38502,NA
2011,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","all",3569917,7112669
2011,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","ЄС",372862,3830871
2011,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","Росія",2186910,1245233
2011,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","all",3189195,5682729
2011,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","ЄС",1553825,2379806
2011,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","Росія",1056504,688106
2011,"86","Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...","all",3806716,NA
2011,"86","Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...","Росія",3194447,NA
2011,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","all",NA,5443521
2011,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","ЄС",NA,2489890
2011,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","Росія",491170,615212
2011,"TOTAL","All products","all",68393034,82607537
2011,"TOTAL","All products","ЄС",17970947,25807587
2011,"TOTAL","All products","Росія",19819713,29132198
2012,"02","Meat and edible meat offal","Росія",227287,NA
2012,"04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere ...","Росія",356043,NA
2012,"10","Cereals","all",6971048,NA
2012,"10","Cereals","ЄС",1981011,NA
2012,"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal ...","ЄС",1228878,NA
2012,"15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...","all",4171076,NA
2012,"15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...","ЄС",818356,NA
2012,"26","Ores, slag and ash","all",3306148,NA
2012,"26","Ores, slag and ash","ЄС",1615762,NA
2012,"26","Ores, slag and ash","Росія",NA,253917
2012,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","all",3639728,26192813
2012,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","ЄС",1167160,1955526
2012,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...","Росія",796571,17989049
2012,"28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, ...","all",1695440,NA
2012,"28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, ...","Росія",822857,NA
2012,"29","Organic chemicals","Росія",NA,373232
2012,"30","Pharmaceutical products","all",NA,3307942
2012,"30","Pharmaceutical products","ЄС",NA,2198172
2012,"31","Fertilisers","Росія",NA,552744
2012,"39","Plastics and articles thereof","all",NA,3413971
2012,"39","Plastics and articles thereof","ЄС",NA,1775084
2012,"39","Plastics and articles thereof","Росія",NA,402301
2012,"40","Rubber and articles thereof","Росія",NA,303133
2012,"44","Wood and articles of wood; wood charcoal","ЄС",557224,NA
2012,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","all",NA,1575419
2012,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","ЄС",NA,1066584
2012,"48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","Росія",724820,307522
2012,"62","Articles of apparel and clothing accessories, not knitted or crocheted","ЄС",378190,NA
2012,"72","Iron and steel","all",15328328,NA
2012,"72","Iron and steel","ЄС",3564388,NA
2012,"72","Iron and steel","Росія",2328945,1105491
2012,"73","Articles of iron or steel","all",2837032,NA
2012,"73","Articles of iron or steel","Росія",1110105,NA
2012,"82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal","all",34071,NA
2012,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","all",3786973,7226765
2012,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","ЄС",365830,3652527
2012,"84","Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof","Росія",2270638,1310155
2012,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","all",3230868,5951705
2012,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","ЄС",1496694,1914096
2012,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...","Росія",1159666,728642
2012,"86","Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...","all",4107183,NA
2012,"86","Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...","Росія",2635581,NA
2012,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","all",NA,5948616
2012,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","ЄС",NA,2989397
2012,"87","Vehicles other than railway or tramway rolling stock, and parts and accessories thereof","Росія",431241,553374
2012,"TOTAL","All products","all",68694495,84656667
2012,"TOTAL","All products","ЄС",17083073,26228974
